Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
France,FRA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,44.97926436,47.72007848,46.45041143,46.44612269,49.59041718
France,FRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,7734.727021,7232.978684,7363.423235,7367.843768,6939.943525
France,FRA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,9.852468168,8.535250506,8.706133185,7.766403126,4.824546466
France,FRA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2.743649043,3.524241743,4.342709801,4.576583185,5.193969496
France,FRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,4016.848071,3847.0722,3836.656299,3833.534259,3659.087795
France,FRA,Forest area (% of land area),AG.LND.FRST.ZS,29.98591927,30.13823218,30.29054509,30.442858,30.59517091
France,FRA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,49.83637832,48.67698651,49.01202707,48.54358131,46.22592306
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.369,78.622,78.878,79.135,79.394
France,FRA,"Population, total",SP.POP.TOTL,65027505,65342789,65659814,65998685,66312067
Gabon,GAB,CO2 emissions (kt),EN.ATM.CO2E.KT,4770,5640,5830,5700,5500
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.46172333,88.85956573,89.30000305,86.40000153,86.96430969
Gabon,GAB,Agricultural land (% of land area),AG.LND.AGRI.ZS,8.218224861,8.264338107,8.310451353,8.356564598,8.402677844
Gabon,GAB,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0,0,0,0,0
Gabon,GAB,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1.153318397,1.329341854,1.627053864,1.241891368,1.212098875
Gabon,GAB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,957.4262412,966.9784861,988.7539243,1079.760273,1167.851594
Gabon,GAB,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,52.66149871,58.40274375,57.48613678,55.00954198,59.65965966
Gabon,GAB,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.465116279,0.440960314,0.554528651,0.52480916,0.600600601
Gabon,GAB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3129.067214,2429.224476,2072.644265,2913.865179,2694.206023
Gabon,GAB,Forest area (% of land area),AG.LND.FRST.ZS,91.78177514,91.73566189,91.68954865,91.6434354,91.59732216
Gabon,GAB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,18.90264227,26.22884402,30.69468887,22.05960039,22.78651631
Gabon,GAB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.533,86.092,86.634,87.156,87.651
Gabon,GAB,"Population, total",SP.POP.TOTL,1624146,1684629,1749677,1817070,1883801
Georgia,GEO,CO2 emissions (kt),EN.ATM.CO2E.KT,5320,6520,7190,7840,8470
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Georgia,GEO,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.40077709,35.14750324,35.0410131,35.7763707,34.76759246
Georgia,GEO,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.879364,0.929,0.43518,0.4,0.4162
Georgia,GEO,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,20.04375602,15.46944738,14.39710158,16.81110483,15.74637393
Georgia,GEO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2049.544524,2289.134849,2329.92587,2498.340357,2693.97276
Georgia,GEO,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,7.477281707,22.60153031,25.49767922,17.77512675,19.63166522
Georgia,GEO,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0,0,0,0,0
Georgia,GEO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,824.5430382,943.5439023,993.7399333,1048.341057,1180.272753
Georgia,GEO,Forest area (% of land area),AG.LND.FRST.ZS,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596
Georgia,GEO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,64.70334463,72.76506637,74.46282328,68.93449555,72.20953534
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.535,55.919,56.303,56.685,57.067
Georgia,GEO,"Population, total",SP.POP.TOTL,3786695,3756441,3728874,3717668,3719414
Germany,DEU,CO2 emissions (kt),EN.ATM.CO2E.KT,772920,746380,760020,777630,737490
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Germany,DEU,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.91003242,47.96591692,47.81086819,47.85886265,47.93637145
Germany,DEU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,7487.481001,7716.761903,7236.98063,7335.699402,7184.146208
Germany,DEU,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,13.9437343,12.5713553,12.28452302,12.20876666,12.98204848
Germany,DEU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,7264.322591,7281.272174,7270.152523,7217.529089,7035.482975
Germany,DEU,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,59.45724669,60.40087084,59.68113795,59.23832245,56.7323431
Germany,DEU,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,13.38306338,17.47317317,19.51250405,20.43905869,22.98074728
Germany,DEU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3997.079421,3869.816229,3876.948104,3939.529563,3779.461921
Germany,DEU,Forest area (% of land area),AG.LND.FRST.ZS,32.73087185,32.73754877,32.74516555,32.71898647,32.72284322
Germany,DEU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,79.56035026,80.37020876,80.62522298,81.08826801,79.71052694
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.966,77.16,77.17,77.18,77.19
Germany,DEU,"Population, total",SP.POP.TOTL,81776930,80274983,80425823,80645605,80982500
Ghana,GHA,CO2 emissions (kt),EN.ATM.CO2E.KT,11150,12210,14220,15010,14370
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,64.19999695,64.06256104,56.50999832,70.69999695,78.30000305
Ghana,GHA,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.09215962,65.14708623,65.20201283,65.25693944,65.31186605
Ghana,GHA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,5.229804849,3.566035116,2.418016395,1.31802,1.332792
Ghana,GHA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,5.479964639,5.817147353,5.997352807,5.823055077,5.868649279
Ghana,GHA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,277.4861626,315.1524519,342.200517,375.9446394,351.3014757
Ghana,GHA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,10.77997443,24.33928571,12.084165,10.40323207,18.19794801
Ghana,GHA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0,0,0,0.023308212,0.030857055
Ghana,GHA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,298.9124044,311.430297,329.1583537,336.4679342,331.8271276
Ghana,GHA,Forest area (% of land area),AG.LND.FRST.ZS,34.90784038,34.85291377,34.79798717,34.74306056,34.68813395
Ghana,GHA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,49.67778841,49.82103972,52.6160022,52.49759344,52.54306013
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.713,51.394,52.073,52.748,53.419
Ghana,GHA,"Population, total",SP.POP.TOTL,24779614,25387713,25996454,26607641,27224480
Greece,GRC,CO2 emissions (kt),EN.ATM.CO2E.KT,87580,84550,80090,72480,69550
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Greece,GRC,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.09930178,57.37781226,56.50116369,55.49262995,48.10705974
Greece,GRC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,4.851698323,4.185685267,2.314030468,0.593232,19.359432
Greece,GRC,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,3.768298347,3.115449846,3.695394377,5.637234722,5.417648103
Greece,GRC,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,5333.439556,5389.333122,5534.897159,5028.995794,5062.606422
Greece,GRC,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,81.4335768,86.04745488,83.19757779,74.72773751,75.61329281
Greece,GRC,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,5.337563408,6.983032515,9.458458804,14.01232622,15.29706215
Greece,GRC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2482.110116,2407.762736,2403.230472,2128.010669,2123.897891
Greece,GRC,Forest area (% of land area),AG.LND.FRST.ZS,30.27,30.27,30.27,30.27,30.27
Greece,GRC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,90.38560276,90.85296404,90.14823363,88.00125276,86.04931718
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.292,76.649,77.004,77.355,77.702
Greece,GRC,"Population, total",SP.POP.TOTL,11121341,11104899,11045011,10965211,10892413
Guatemala,GTM,CO2 emissions (kt),EN.ATM.CO2E.KT,11450,11740,12150,13010,13950
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,84.27571106,84.02641296,86.71885681,87.96929169,85.49436951
Guatemala,GTM,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.97349757,36.30664427,35.54647256,34.72097798,35.4031355
Guatemala,GTM,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,4.090865359,4.186798666,3.712225445,0,0.09123
Guatemala,GTM,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,2.950361964,2.905979533,3.004981299,2.902698506,2.56505552
Guatemala,GTM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,556.0430604,550.2869363,550.2659935,578.9026189,601.1897311
Guatemala,GTM,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,36.15202969,35.56257488,33.11729707,32.83266129,31.42590867
Guatemala,GTM,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,20.56673788,18.95218386,19.51763706,20.25201613,23.39235788
Guatemala,GTM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,714.9102221,750.609079,749.0445437,800.6522343,863.5689345
Guatemala,GTM,Forest area (% of land area),AG.LND.FRST.ZS,34.73870847,34.48338932,34.22807018,33.97275103,33.71743188
Guatemala,GTM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,32.66035575,30.92107225,30.87615772,32.65370676,37.37859696
Guatemala,GTM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,48.403,48.701,49,49.311,49.634
Guatemala,GTM,"Population, total",SP.POP.TOTL,14259687,14521515,14781942,15043981,15306316
Honduras,HND,CO2 emissions (kt),EN.ATM.CO2E.KT,8210,8780,9140,9340,9460
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,80.98466492,82.19529724,83.60772705,87.18488312,88.65377045
Honduras,HND,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.13575833,29.40387881,29.67199929,29.67199929,29.67199929
Honduras,HND,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,2.248762813,1.830218417,2.046473554,1.97274,0.851628
Honduras,HND,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,4.367479694,3.547945974,3.596526676,3.407223623,3.327951705
Honduras,HND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,617.8563738,663.9805581,636.6388248,643.17606,619.837087
Honduras,HND,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,52.19123506,53.2209591,50.69767442,53.2449839,56.17068923
Honduras,HND,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2.360926664,9.996079969,13.29457364,12.83131038,11.45807415
Honduras,HND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,548.7314828,596.6784464,593.0709022,590.9509368,597.9301841
Honduras,HND,Forest area (% of land area),AG.LND.FRST.ZS,58.76727143,58.56771829,58.36816516,58.16861203,57.9690589
Honduras,HND,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,51.16665966,52.14850779,51.48488363,51.35134251,52.47931253
Honduras,HND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.885,52.543,53.202,53.858,54.514
Honduras,HND,"Population, total",SP.POP.TOTL,8317467,8480670,8640692,8798524,8955579
Hungary,HUN,CO2 emissions (kt),EN.ATM.CO2E.KT,47880,46910,43430,40760,40630
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Hungary,HUN,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.01910969,58.95283331,58.96387938,58.06914835,57.68134999
Hungary,HUN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,5.608955707,5.85295,0.467678757,0,0
Hungary,HUN,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,16.81555995,17.34528922,18.6143385,19.08442412,19.04896691
Hungary,HUN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3876.491084,3898.823143,3923.042324,3892.113701,3965.958233
Hungary,HUN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,49.33772176,48.56048197,46.42125018,39.62170727,35.48584649
Hungary,HUN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,7.578068556,6.901912879,7.024686011,8.50003301,9.659090909
Hungary,HUN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2568.948991,2500.321359,2365.553697,2271.947205,2314.496434
Hungary,HUN,Forest area (% of land area),AG.LND.FRST.ZS,22.60455098,22.63642991,22.66830885,22.70018778,22.55023011
Hungary,HUN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,74.2719228,73.29380076,71.78642365,69.54963749,68.1924014
Hungary,HUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.911,69.358,69.678,69.953,70.227
Hungary,HUN,"Population, total",SP.POP.TOTL,10000023,9971727,9920362,9893082,9866468
Iceland,ISL,CO2 emissions (kt),EN.ATM.CO2E.KT,1960,1890,1860,2030,2050
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Iceland,ISL,Agricultural land (% of land area),AG.LND.AGRI.ZS,18.69326683,18.68528678,18.67531172,18.67531172,18.67531172
Iceland,ISL,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,79.124198,82.068191,98.30421,99.153358,96.01941
Iceland,ISL,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,35.02220563,33.23223484,35.52822396,34.83361731,35.43314811
Iceland,ISL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,51439.90869,52373.87701,53202.83366,54799.17471,53832.47909
Iceland,ISL,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,0.011724017,0.011620475,0.017094991,0.027599912,0.016553551
Iceland,ISL,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,26.17386717,27.31973738,29.682603,28.9688673,28.95216024
Iceland,ISL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,17023.16682,18157.5981,17630.07147,18178.13901,17916.12042
Iceland,ISL,Forest area (% of land area),AG.LND.FRST.ZS,0.445586035,0.452548628,0.459511222,0.466473815,0.473436409
Iceland,ISL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,11.51979151,10.25495259,10.3307143,10.40420687,10.92848727
Iceland,ISL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.574,93.587,93.6,93.633,93.667
Iceland,ISL,"Population, total",SP.POP.TOTL,318041,319014,320716,323764,327386
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,1665310,1760800,1908570,1966810,2136870
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,76.30000305,67.59999847,79.90000153,81.99932861,83.87249756
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.39741826,60.43004315,60.42062566,60.43946065,60.44719645
India,IND,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1630.964142,1702.702702,1579.229879,1733.76172,1851.32674
India,IND,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,2.352063861,2.704314038,2.52600082,2.720663075,2.667720547
India,IND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,640.3946068,696.8426815,723.2369166,764.2011341,804.5163493
India,IND,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,81.23585892,79.63232502,81.28737036,79.72050931,80.89615531
India,IND,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,3.478093068,3.954730228,4.643608605,4.960653326,5.173682559
India,IND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,561.6534059,577.9944263,599.1556198,605.7940378,636.571834
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,23.37422095,23.46382169,23.55342242,23.64302315,23.73262388
India,IND,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,71.40469516,71.4717185,72.41907946,72.28545864,73.57697909
India,IND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.93,31.276,31.634,32.003,32.384
India,IND,"Population, total",SP.POP.TOTL,1234281163,1250287939,1265780243,1280842119,1295600768
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,416940,480460,486750,454320,490050
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.15000153,94.83000183,96,96.46425629,97.01000214
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.69161004,31.18841668,31.18841668,31.46442036,31.46442036
Indonesia,IDN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,665.6636285,754.2979384,880.340264,768.23502,902.1164864
Indonesia,IDN,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.947814875,0.800177348,0.789529583,0.904904506,0.838570292
Indonesia,IDN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,635.9852472,680.2820222,733.3738901,773.9908142,811.9098582
Indonesia,IDN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,84.14597508,87.9989314,88.75568665,87.72058143,88.51700047
Indonesia,IDN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,5.570969927,5.221980514,4.838274259,4.436163318,4.821481859
Indonesia,IDN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,877.0756129,833.5627703,853.210745,863.8213608,883.9215093
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,55.01261337,54.50131102,53.99000867,53.47870632,52.96740396
Indonesia,IDN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,67.15478782,65.3021442,65.34475065,65.26568681,66.08947546
Indonesia,IDN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.914,50.595,51.276,51.955,52.635
Indonesia,IDN,"Population, total",SP.POP.TOTL,241834226,245115988,248451714,251805314,255128076
Ireland,IRL,CO2 emissions (kt),EN.ATM.CO2E.KT,40630,36360,37100,35720,35550
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Ireland,IRL,Agricultural land (% of land area),AG.LND.AGRI.ZS,66.30860793,66.11990129,65.8005516,64.98766149,64.82798665
Ireland,IRL,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,138.4751217,123.4521217,123.1100999,118.253832,126.164748
Ireland,IRL,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,2.10764821,3.394367134,3.257376006,3.692830511,4.221768054
Ireland,IRL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,5927.86868,5657.538159,5651.008483,5698.756179,5672.064134
Ireland,IRL,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,79.03534923,72.19481667,71.46752146,68.82111437,65.29370738
Ireland,IRL,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,11.10519591,17.36121337,16.41059651,19.66373412,22.01255425
Ireland,IRL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3152.003605,2865.37474,2853.064865,2814.98269,2741.574884
Ireland,IRL,Forest area (% of land area),AG.LND.FRST.ZS,10.45696037,10.55651038,10.65606039,10.75561039,10.8551604
Ireland,IRL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,90.00309943,88.32246225,86.85564461,86.27790247,84.43758716
Ireland,IRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.542,61.742,61.942,62.141,62.34
